X1,Price,Lot.Size,Waterfront,Age,Land.Value,New.Construct,Central.Air,Fuel.Type,Heat.Type,Sewer.Type,Living.Area,Pct.College,Bedrooms,Fireplaces,Bathrooms,Rooms,Fireplace,Beds
998,129700,0.15,No,20,18500,No,No,Gas,Hot Air,Public,924,63,2,1,1.0,5,Yes,2 or fewer
999,65000,0.34,No,74,24800,No,No,Electric,Electric,Private,1692,60,4,None,1.5,8,No,4 or more
1000,107000,0.28,No,82,12600,No,No,Gas,Hot Air,Private,1568,63,3,None,1.0,7,No,3
1001,255000,0.57,No,35,33200,No,Yes,Gas,Hot Air,Public,2262,77,4,1,2.5,9,Yes,4 or more
1002,398000,0.61,No,8,71200,No,Yes,Gas,Hot Air,Public,2960,63,4,1,2.5,10,Yes,4 or more
1003,176000,0.45,No,31,27000,No,No,Gas,Hot Water,Public,1683,63,4,1,2.5,8,Yes,4 or more
1004,249900,0.86,No,36,35800,No,Yes,Gas,Hot Water,Public,2680,63,5,1,3.5,12,Yes,4 or more
1005,244900,0.38,No,26,40100,No,No,Oil,Hot Air,Private,2742,77,3,1,3.0,8,Yes,3
1006,220000,0.5,No,30,29000,No,No,Gas,Hot Water,Public,2012,63,4,1,2.5,10,Yes,4 or more
1007,241000,0.35,No,31,27800,No,No,Gas,Hot Air,Public,2702,63,5,1,1.5,9,Yes,4 or more
1008,159900,0.13,No,21,18300,No,Yes,Gas,Hot Air,Public,1314,63,2,1,1.5,6,Yes,2 or fewer
1009,177555,0.56,No,38,34800,No,No,Gas,Hot Air,Public,1672,63,3,1,1.5,8,Yes,3
1010,95000,0.2,No,55,7700,No,No,Oil,Hot Air,Private,1200,63,2,None,1.0,4,No,2 or fewer
1011,5000,0.29,No,4,35800,No,Yes,Gas,Hot Air,Public,1700,63,3,1,2.5,6,Yes,3
1012,264900,0.5,No,40,29000,No,No,Gas,Hot Water,Public,2652,63,5,1,3.5,12,Yes,4 or more
1013,315000,0.77,No,16,74400,No,Yes,Gas,Hot Water,Public,3062,63,4,1,2.5,9,Yes,4 or more
1014,155000,0.09,No,25,17600,No,Yes,Gas,Hot Air,Public,1290,63,2,1,1.5,5,Yes,2 or fewer
1015,130000,0.22,No,23,15400,No,No,Electric,Electric,Public,1012,63,3,None,2.0,5,No,3
1016,238000,0.71,No,35,35100,No,No,Gas,Hot Water,Public,2310,63,4,1,2.5,7,Yes,4 or more
1017,224000,0.33,No,31,26500,No,No,Gas,Hot Air,Public,2026,63,3,1,2.5,7,Yes,3
1018,211000,1.0,No,18,31800,No,Yes,Gas,Hot Air,None,1404,63,3,None,1.0,6,No,3
1019,279000,0.23,No,13,34100,No,Yes,Gas,Hot Air,Private,1782,60,3,None,1.0,8,No,3
1020,242000,0.11,No,15,42000,No,Yes,Gas,Hot Air,Public,2002,63,3,1,2.5,8,Yes,3
1021,199875,0.61,No,36,35100,No,Yes,Gas,Hot Air,Public,1782,63,4,1,1.5,7,Yes,4 or more
1022,259900,0.46,No,11,27400,No,Yes,Oil,Hot Air,Public,2212,63,4,1,2.5,10,Yes,4 or more
1023,200000,1.28,No,84,34600,No,Yes,Oil,Electric,Private,1872,63,4,None,1.0,7,No,4 or more
1024,212000,0.71,No,36,35100,No,No,Gas,Hot Water,Public,1804,63,4,1,2.5,7,Yes,4 or more
1025,230000,0.47,No,41,27800,No,No,Gas,Hot Water,Public,1910,63,3,1,2.5,5,Yes,3
1026,189000,0.42,No,28,30900,No,Yes,Gas,Hot Air,Public,1632,63,3,1,1.5,7,Yes,3
1027,313635,1.93,No,16,131500,No,Yes,Gas,Hot Air,Private,3824,63,3,2 or more,4.0,12,Yes,3
1028,185000,0.48,No,32,33600,No,No,Gas,Hot Air,Public,1196,63,3,None,1.5,5,No,3
1029,239900,0.42,No,30,23200,No,Yes,Gas,Hot Water,Public,2259,63,4,1,2.5,11,Yes,4 or more
1030,202000,0.48,No,39,25400,No,Yes,Gas,Hot Water,Public,1690,63,3,1,2.0,6,Yes,3
1031,155000,0.12,No,19,18200,No,Yes,Gas,Hot Water,Public,1227,63,2,1,2.0,6,Yes,2 or fewer
1032,120000,1.48,No,57,36000,No,No,Gas,Hot Air,Private,1278,63,3,1,1.0,7,Yes,3
1033,78000,0.33,No,77,33500,No,No,Oil,Hot Air,Private,668,60,1,None,1.0,2,No,2 or fewer
1034,311000,0.46,No,17,60500,No,Yes,Gas,Hot Water,Public,2762,63,4,1,2.5,8,Yes,4 or more
1035,198000,0.32,No,38,42500,No,No,Gas,Hot Air,Private,1558,63,3,1,1.0,4,Yes,3
1036,158500,0.92,No,11,36100,No,No,Electric,Electric,Private,1352,63,3,None,2.0,5,No,3
1037,227000,0.46,No,37,27400,No,No,Gas,Hot Water,Public,1920,63,5,1,2.5,9,Yes,4 or more
1038,265900,0.34,No,6,36000,No,No,Gas,Hot Air,Public,1940,63,3,1,2.5,7,Yes,3
1039,163000,0.23,No,30,19300,No,No,Gas,Hot Air,Public,1249,63,3,None,1.5,8,No,3
1040,165000,0.28,No,27,19600,No,No,Gas,Hot Water,Public,1576,63,3,None,2.5,4,No,3
1041,151000,0.07,No,30,16800,No,Yes,Gas,Hot Air,Public,1419,63,3,None,1.5,4,No,3
1042,200000,0.29,No,4,35800,No,Yes,Gas,Hot Air,Public,1700,63,3,1,2.5,7,Yes,3
1043,299900,0.77,No,15,38700,No,Yes,Gas,Hot Air,Public,2748,63,4,1,3.5,8,Yes,4 or more
1044,210000,0.33,No,18,35500,No,Yes,Gas,Hot Air,Public,1792,63,3,1,2.5,7,Yes,3
1045,220000,0.66,No,36,35300,No,No,Electric,Electric,Private,1724,63,3,None,1.5,8,No,3
1046,326900,1.0,No,15,83600,No,Yes,Gas,Hot Air,Public,2692,63,3,1,3.5,8,Yes,3
1047,204900,0.39,No,29,24600,No,No,Oil,Hot Water,Public,1734,63,4,1,2.5,7,Yes,4 or more
1048,234000,0.31,No,32,25100,No,No,Gas,Hot Air,Public,2014,63,3,1,1.5,7,Yes,3
1049,236000,0.42,No,36,30900,No,No,Gas,Hot Air,Public,2056,63,4,1,1.5,9,Yes,4 or more
1050,124000,0.46,No,36,32700,No,No,Gas,Hot Air,Public,1745,63,4,None,1.5,6,No,4 or more
1051,199100,0.14,No,13,18400,No,Yes,Gas,Hot Air,Public,1352,63,2,1,1.5,5,Yes,2 or fewer
1052,245000,0.5,No,30,29000,No,No,Gas,Hot Water,Public,2259,63,4,1,2.5,9,Yes,4 or more
1053,264000,0.35,No,33,35300,No,No,Gas,Hot Air,Private,2572,60,3,1,2.5,11,Yes,3
1054,105000,0.15,No,18,18500,No,No,Electric,Electric,Public,924,63,2,1,1.0,7,Yes,2 or fewer
1055,187000,0.32,No,21,35000,No,Yes,Gas,Hot Air,Public,2000,63,3,None,1.5,7,No,3
1056,127000,0.17,No,21,11900,No,Yes,Gas,Hot Air,Public,929,63,2,None,1.5,6,No,2 or fewer
1057,100000,0.48,No,42,15800,No,No,Oil,Hot Air,Private,1540,77,4,None,1.0,7,No,4 or more
1058,251000,0.77,No,44,47000,No,Yes,Oil,Hot Air,Private,1730,63,3,1,2.0,9,Yes,3
1059,105000,0.95,No,50,36800,No,No,Oil,Hot Water,Private,1500,63,3,1,1.0,5,Yes,3
1060,431250,0.53,No,10,65800,No,Yes,Gas,Hot Air,Public,2522,63,4,1,2.5,12,Yes,4 or more
1061,149900,0.06,No,19,16400,No,Yes,Electric,Electric,Public,1479,63,3,1,1.5,4,Yes,3
1062,180000,0.46,No,36,32700,No,Yes,Gas,Hot Air,Public,1922,63,4,1,1.5,9,Yes,4 or more
1063,123500,0.18,No,20,12600,No,No,Gas,Hot Air,Public,1215,63,2,1,1.5,5,Yes,2 or fewer
1064,253000,0.47,No,33,33200,No,Yes,Gas,Hot Air,Public,2772,63,5,2 or more,3.0,12,Yes,4 or more
1065,330000,0.47,No,6,16500,No,No,Gas,Hot Air,Public,2574,63,4,None,2.5,12,No,4 or more
1066,124500,0.19,No,21,18900,No,No,Electric,Electric,Public,945,63,2,None,1.0,3,No,2 or fewer
1067,424200,1.82,No,19,130700,No,Yes,Gas,Hot Air,Public,2914,63,4,1,3.5,10,Yes,4 or more
1068,120000,0.21,No,19,14700,No,Yes,Electric,Electric,Public,1480,63,3,None,1.5,7,No,3
1069,205000,0.42,No,32,29400,No,No,Gas,Hot Air,Public,1914,63,3,1,1.5,5,Yes,3
1070,175000,0.36,No,27,37000,No,Yes,Gas,Hot Air,Public,1354,63,3,1,2.0,5,Yes,3
1071,295000,0.49,No,4,36900,No,Yes,Gas,Hot Air,Public,2302,63,4,1,2.5,7,Yes,4 or more
1072,156500,0.21,No,19,19100,No,Yes,Electric,Electric,Public,1234,63,2,1,2.0,6,Yes,2 or fewer
1073,143000,0.09,No,18,17600,No,Yes,Electric,Electric,Public,1480,63,3,None,1.5,6,No,3
1074,215000,0.29,No,27,33000,No,Yes,Gas,Hot Air,Public,1665,63,4,1,2.0,5,Yes,4 or more
1075,287000,0.4,No,6,12000,No,No,Gas,Hot Air,Public,2182,63,3,1,2.5,10,Yes,3
1076,122500,0.23,No,18,19300,No,No,Electric,Electric,Public,924,63,2,1,1.0,7,Yes,2 or fewer
1077,180000,1.0,No,19,49300,No,No,Electric,Electric,Public,1220,63,3,None,2.0,5,No,3
1078,143000,0.09,No,18,17600,No,Yes,Electric,Electric,Public,1480,63,3,None,1.5,8,No,3
1079,137000,0.08,No,21,17200,No,No,Electric,Electric,Public,1375,63,2,1,1.5,3,Yes,2 or fewer
1080,271000,0.47,No,22,61300,No,Yes,Gas,Hot Air,Public,2003,63,3,1,2.5,7,Yes,3
1081,129900,0.07,No,15,1800,No,Yes,Gas,Hot Air,Public,1480,54,2,1,2.5,5,Yes,2 or fewer
1082,133000,0.06,No,15,1600,No,Yes,Gas,Hot Air,Public,1480,54,3,None,1.5,6,No,3
1083,179000,0.25,No,11,8300,No,Yes,Gas,Hot Air,Public,1456,54,3,None,1.0,8,No,3
1084,302000,0.72,No,5,27200,No,No,Gas,Hot Air,Private,1888,57,3,1,2.5,9,Yes,3
1085,168000,0.92,No,28,8700,No,No,Oil,Hot Air,Private,1112,54,3,None,1.0,8,No,3
1086,120000,0.19,No,16,3400,No,No,Gas,Hot Air,Public,1480,54,2,1,1.5,6,Yes,2 or fewer
1087,119000,0.07,No,15,1800,No,Yes,Electric,Hot Air,Public,1480,54,2,1,2.5,3,Yes,2 or fewer
1088,168000,0.35,No,27,7900,No,Yes,Gas,Hot Water,Private,1836,54,3,None,2.0,5,No,3
1089,124900,0.98,No,96,16100,No,No,Oil,Hot Water,Public,1522,54,4,None,2.0,7,No,4 or more
1090,415000,2.92,No,1,20000,No,Yes,Gas,Hot Air,Private,2709,36,3,1,2.5,10,Yes,3
1091,150000,0.99,No,10,9900,No,Yes,Oil,Hot Air,Private,1020,57,3,None,2.0,5,No,3
1092,310000,4.0,No,20,14000,No,No,Gas,Hot Water,Private,2208,36,4,1,2.0,10,Yes,4 or more
1093,157000,0.46,No,18,7800,No,No,Electric,Electric,Private,1368,57,3,None,1.0,7,No,3
1094,205000,0.8,No,28,18000,No,No,Gas,Hot Air,Private,2488,57,4,1,2.5,7,Yes,4 or more
1095,275000,0.46,No,7,18400,No,No,Gas,Hot Air,Public,1865,57,3,None,2.5,8,No,3
1096,320000,0.46,No,10,18400,No,Yes,Gas,Hot Air,Private,3174,57,4,None,4.0,12,No,4 or more
1097,380000,0.74,No,17,23000,No,Yes,Gas,Hot Air,Private,2944,57,5,1,2.5,12,Yes,4 or more
1098,119900,0.46,No,23,7800,No,No,Gas,Hot Air,Private,960,57,3,None,1.0,4,No,3
1099,345000,0.82,No,15,15000,No,No,Gas,Hot Air,Private,3142,57,4,1,2.5,11,Yes,4 or more
1100,145000,0.46,No,32,11500,No,No,Oil,Hot Air,Private,1666,57,4,1,2.0,9,Yes,4 or more
1101,123000,0.07,No,77,14100,No,No,Oil,Hot Air,Private,708,57,2,1,1.0,7,Yes,2 or fewer
1102,202500,0.79,No,17,17900,No,Yes,Oil,Hot Air,Private,1598,57,3,1,2.0,8,Yes,3
1103,182000,1.0,No,13,4000,No,Yes,Gas,Hot Air,Private,1564,27,3,1,2.0,4,Yes,3
1104,175000,0.63,No,14,5500,No,No,Gas,Hot Air,Private,1224,36,3,None,1.5,7,No,3
1105,132500,0.21,No,77,3500,No,No,Gas,Hot Air,Public,1379,36,3,None,1.0,7,No,3
1106,239000,0.41,No,41,25400,No,No,Gas,Hot Water,Public,2310,64,4,1,2.5,7,Yes,4 or more
1107,86125,0.01,No,14,1200,No,No,Gas,Hot Water,Public,960,33,2,None,1.5,6,No,2 or fewer
1108,245000,1.28,No,16,50000,No,No,Electric,Electric,Private,960,21,3,None,1.0,8,No,3
1109,229900,1.64,No,52,25700,No,No,Gas,Hot Water,Private,1820,52,4,2 or more,2.5,7,Yes,4 or more
1110,129000,0.33,No,95,2500,No,No,Oil,Hot Water,Private,1632,27,3,None,2.0,4,No,3
1111,200000,0.09,No,90,5900,No,No,Gas,Hot Air,Public,1594,40,2,None,2.0,3,No,2 or fewer
1112,144200,1.19,No,16,17900,No,No,Oil,Hot Water,Private,1290,62,3,None,2.0,5,No,3
1113,166000,0.4,No,11,300,No,No,Gas,Hot Air,Private,1560,36,3,None,1.5,7,No,3
1114,178000,0.9,No,46,7400,No,No,Oil,Hot Air,Private,1453,36,4,1,1.5,7,Yes,4 or more
1115,165000,1.0,No,40,17000,No,No,Oil,Hot Water,Private,1664,62,3,1,2.0,8,Yes,3
1116,218000,0.1,No,18,16200,No,Yes,Electric,Electric,Private,2169,62,3,1,2.5,10,Yes,3
1117,175000,0.02,No,9,20000,No,No,Gas,Hot Air,Private,1420,62,3,None,1.0,8,No,3
1118,145000,0.18,No,71,3100,No,No,Gas,Hot Air,Public,1441,36,3,None,1.5,8,No,3
1119,195000,0.76,No,4,18100,No,No,Gas,Hot Air,Private,1016,62,3,None,1.5,5,No,3
1120,288139,0.46,No,0,15200,Yes,No,Gas,Hot Air,Public,2947,52,4,1,2.5,10,Yes,4 or more
1121,187500,0.59,No,11,16700,No,No,Oil,Hot Air,Private,1652,62,3,None,1.5,5,No,3
1122,255000,0.91,No,105,13200,No,No,Oil,Hot Air,Private,1927,62,3,None,1.5,7,No,3
1123,145000,1.0,No,11,16000,No,No,Gas,Hot Air,Private,960,62,3,None,1.0,5,No,3
1124,183000,0.46,No,28,15700,No,No,Electric,Electric,Private,1804,62,3,1,1.5,7,Yes,3
1125,318310,0.23,No,1,72300,No,No,Gas,Hot Air,Private,2616,62,4,1,2.5,8,Yes,4 or more
1126,192500,1.2,No,42,17900,No,No,Oil,Hot Air,Private,1116,62,2,None,1.5,6,No,2 or fewer
1127,195000,1.0,No,52,19200,No,No,Oil,Hot Water,Private,2147,62,2,1,1.5,7,Yes,2 or fewer
1128,138000,0.87,No,36,17400,No,No,Oil,Hot Air,Private,876,62,2,2 or more,1.5,3,Yes,2 or fewer
1129,230000,0.79,No,26,16100,No,No,Electric,Electric,Private,2102,62,4,1,2.5,10,Yes,4 or more
1130,237500,1.0,No,15,12100,No,No,Oil,Hot Air,Private,1776,62,3,1,1.5,5,Yes,3
1131,375000,4.84,No,3,21500,No,Yes,Gas,Hot Water,Private,1996,62,3,1,3.0,8,Yes,3
1132,105000,0.16,No,165,7200,No,No,Gas,Hot Air,Public,1759,35,3,None,1.0,5,No,3
1133,168000,1.0,No,10,16200,No,No,Gas,Hot Air,Private,1014,62,3,None,1.0,7,No,3
1134,221000,0.29,No,5,7400,No,No,Gas,Hot Water,Public,2270,35,4,None,2.5,10,No,4 or more
1135,135000,0.31,No,85,3400,No,No,Oil,Hot Air,Public,1548,27,3,None,1.5,8,No,3
1136,129900,0.39,No,3,15000,No,No,Gas,Hot Air,Public,1620,35,3,None,2.0,4,No,3
1137,344100,1.05,No,40,49800,No,Yes,Gas,Hot Air,Private,2608,52,4,2 or more,2.5,8,Yes,4 or more
1138,112000,1.0,No,15,24500,No,No,Electric,Electric,Private,1080,35,3,None,2.0,4,No,3
1139,380000,0.3,Yes,76,38300,No,Yes,Gas,Hot Air,Public,1140,50,3,None,2.0,5,No,3
1140,125000,0.6,No,34,2700,No,No,Gas,Hot Air,Private,1152,36,3,None,1.0,5,No,3
1141,145000,5.52,No,20,5900,No,No,Electric,Electric,Private,1056,36,2,None,1.0,7,No,2 or fewer
1142,190000,0.48,No,2,13400,No,No,Gas,Electric,Private,1257,62,3,None,2.0,8,No,3
1143,135000,0.15,No,25,7200,No,No,Gas,Hot Water,Public,936,35,2,1,1.5,3,Yes,2 or fewer
1144,58500,0.04,No,30,1400,No,No,Electric,Electric,Public,1140,33,3,None,1.5,5,No,3
1145,80500,0.01,No,14,1200,No,No,Gas,Hot Water,Public,960,33,2,None,1.5,3,No,2 or fewer
1146,150410,0.25,No,6,15000,No,No,Gas,Hot Air,Public,1058,35,2,None,1.5,4,No,2 or fewer
1147,170000,1.0,No,29,23000,No,No,Electric,Electric,Private,768,35,2,None,1.0,6,No,2 or fewer
1148,242551,2.0,No,14,38900,No,No,Oil,Hot Air,Private,2048,52,4,1,2.5,10,Yes,4 or more
1149,176500,0.29,No,7,1100,No,No,Gas,Hot Air,Public,1198,33,2,1,2.0,3,Yes,2 or fewer
1150,212000,1.0,No,27,5000,No,Yes,Electric,Electric,Private,2430,50,4,None,1.0,9,No,4 or more
1151,135000,0.41,No,35,1300,No,No,Oil,Hot Water,Private,918,50,3,None,1.0,7,No,3
1152,215000,0.89,No,46,4500,No,Yes,Oil,Hot Air,Private,2722,50,4,1,1.5,11,Yes,4 or more
1153,262000,0.46,No,0,11100,No,No,Gas,Hot Air,Public,2364,33,4,1,2.5,8,Yes,4 or more
1154,155000,1.0,No,15,5000,No,No,Oil,Hot Water,Private,1440,50,3,None,1.0,4,No,3
1155,207000,0.27,No,27,4600,No,No,Oil,Hot Air,Public,1744,50,3,None,1.0,7,No,3
1156,185000,0.14,No,105,600,No,No,Oil,Hot Water,Public,2280,33,4,None,1.5,10,No,4 or more
1157,92200,0.42,No,130,1700,No,No,Oil,Hot Water,Public,1736,33,3,None,2.0,5,No,3
1158,111000,0.74,No,95,2700,No,No,Oil,Hot Air,Private,883,50,1,None,1.0,2,No,2 or fewer
1159,97000,0.1,No,145,600,No,No,Gas,Hot Water,Public,1001,50,2,None,1.0,5,No,2 or fewer
1160,200000,1.73,No,34,11500,No,No,Oil,Hot Water,Private,1296,50,3,None,1.0,5,No,3
1161,230000,0.47,No,14,16400,No,No,Electric,Electric,Private,2304,40,3,1,2.5,9,Yes,3
1162,299900,0.62,No,13,28500,No,No,Gas,Hot Air,Private,2076,52,3,1,2.5,9,Yes,3
1163,183855,0.34,No,51,19000,No,No,Oil,Hot Air,Private,1468,52,4,None,1.0,5,No,4 or more
1164,174900,0.34,No,50,19000,No,No,Gas,Hot Water,Private,1272,52,3,1,1.5,5,Yes,3
1165,335000,3.28,No,11,39900,No,Yes,Oil,Hot Air,Private,1900,43,3,1,2.5,9,Yes,3
1166,208000,0.47,No,53,23700,No,No,Oil,Hot Water,Private,1548,52,3,None,1.5,8,No,3
1167,380000,2.0,No,35,36600,No,No,Electric,Electric,Private,2212,52,4,1,1.5,8,Yes,4 or more
1168,289900,0.3,No,0,35800,No,No,Gas,Hot Air,Public,2376,52,4,1,2.5,10,Yes,4 or more
1169,188000,0.41,No,33,13500,No,Yes,Oil,Hot Air,Private,1712,52,3,1,1.5,7,Yes,3
1170,600000,0.99,No,1,5000,No,Yes,Gas,Hot Air,Public,2660,62,4,1,3.5,8,Yes,4 or more
1171,262000,0.29,No,5,25000,No,Yes,Oil,Hot Water,Private,1487,36,3,None,3.0,5,No,3
1172,220000,2.03,No,30,10200,No,No,Electric,Electric,Private,1532,36,3,1,1.5,8,Yes,3
1173,275000,0.61,No,21,16100,No,Yes,Gas,Hot Air,Private,2486,62,4,1,2.5,11,Yes,4 or more
1174,215000,0.46,No,25,13800,No,No,Gas,Hot Air,Private,1918,62,3,None,2.0,8,No,3
1175,100000,0.51,No,47,14600,No,No,Oil,Hot Water,Public,1270,21,3,None,1.0,7,No,3
1176,158500,0.17,No,19,15200,No,No,Electric,Electric,Public,1406,40,2,None,1.5,7,No,2 or fewer
1177,148900,0.15,No,18,15100,No,No,Electric,Electric,Public,1385,40,2,None,1.5,6,No,2 or fewer
1178,218000,0.45,No,16,25000,No,No,Gas,Hot Air,Private,1300,40,3,None,1.5,4,No,3
1179,355840,0.87,No,0,108900,Yes,No,Gas,Hot Air,Public,3259,40,4,1,2.5,10,Yes,4 or more
1180,168000,0.08,No,9,1000,No,Yes,Gas,Hot Air,Private,1536,36,3,None,1.5,7,No,3
1181,171000,0.58,No,14,19000,No,No,Oil,Hot Air,None,1636,35,4,1,1.5,9,Yes,4 or more
1182,195000,0.41,No,15,18700,No,No,Gas,Hot Air,Private,1944,35,3,1,1.5,7,Yes,3
1183,201880,0.46,No,19,18800,No,No,Gas,Hot Air,Private,1676,35,3,1,2.0,7,Yes,3
1184,145000,0.47,No,12,10700,No,Yes,Gas,Hot Air,Private,1040,36,3,None,1.0,5,No,3
1185,206000,0.01,No,13,1000,No,Yes,Gas,Hot Air,Private,1800,36,3,1,2.5,7,Yes,3
1186,78000,0.14,No,85,7800,No,No,Oil,Hot Air,Private,1394,21,3,1,1.5,6,Yes,3
1187,320900,0.47,Yes,5,20400,No,No,Oil,Hot Water,Private,1885,21,2,1,2.0,7,Yes,2 or fewer
1188,159000,0.61,No,1,19500,No,No,Oil,Hot Water,Private,1056,21,3,None,2.0,4,No,3
1189,180000,0.16,No,38,54900,No,No,Gas,Hot Air,Public,1593,62,3,None,1.5,4,No,3
1190,129900,0.05,No,125,45000,No,No,Oil,Hot Water,Public,1436,62,4,None,1.0,5,No,4 or more
1191,150000,0.38,No,34,57800,No,No,Gas,Hot Air,Public,1668,62,4,1,1.5,5,Yes,4 or more
1192,171134,0.25,No,35,50000,No,No,Gas,Hot Air,Public,1302,62,3,None,2.0,4,No,3
1193,151000,0.37,No,33,57200,No,Yes,Gas,Hot Air,Public,1239,62,3,1,1.0,7,Yes,3
1194,100000,0.31,No,85,64400,No,No,Oil,Hot Water,Public,840,62,2,None,1.0,3,No,2 or fewer
1195,655000,0.19,No,55,103000,No,No,Gas,Hot Air,Public,780,62,2,None,1.5,6,No,2 or fewer
1196,243500,0.29,No,3,64400,No,Yes,Gas,Hot Air,Public,1728,62,3,None,2.5,7,No,3
1197,265000,0.18,No,140,56700,No,No,Gas,Hot Air,Public,1666,62,3,None,1.0,8,No,3
1198,400000,0.24,No,4,75400,No,Yes,Gas,Hot Air,Public,2022,62,3,1,2.5,7,Yes,3
1199,272800,0.08,No,46,183300,No,No,Gas,Hot Air,Private,2225,62,4,1,2.0,9,Yes,4 or more
1200,255000,0.17,No,115,53700,No,No,Gas,Hot Air,Public,1023,62,2,None,1.0,6,No,2 or fewer
1201,220000,0.13,No,17,51400,No,Yes,Electric,Electric,Public,1290,62,2,None,1.5,4,No,2 or fewer
1202,775000,0.48,No,31,72600,No,Yes,Gas,Hot Air,Public,3968,62,5,2 or more,3.5,12,Yes,4 or more
1203,233000,0.14,No,129,93000,No,No,Gas,Hot Water,Public,1699,62,4,None,1.0,9,No,4 or more
1204,216977,0.48,No,27,57800,No,No,Gas,Hot Water,Public,2137,62,4,None,1.0,9,No,4 or more
1205,245000,0.03,No,5,27000,No,Yes,Gas,Hot Air,Public,1428,62,2,1,2.5,4,Yes,2 or fewer
1206,159000,0.24,No,35,49100,No,Yes,Gas,Hot Air,Public,936,62,3,None,1.0,8,No,3
1207,725000,0.21,No,3,70600,No,Yes,Gas,Hot Air,Public,2586,62,4,1,3.0,10,Yes,4 or more
1208,268300,0.16,No,6,36800,No,No,Gas,Hot Air,Public,1373,62,3,1,2.0,5,Yes,3
1209,159000,0.28,No,33,51800,No,No,Gas,Hot Air,Public,1272,62,3,None,1.0,6,No,3
1210,155000,0.3,No,33,53000,No,Yes,Gas,Hot Air,Public,1368,62,3,1,2.0,8,Yes,3
1211,345000,0.29,No,18,46400,No,Yes,Gas,Hot Air,Public,2120,62,4,1,2.5,11,Yes,4 or more
1212,165200,0.3,No,34,53000,No,No,Gas,Hot Air,Public,1279,62,2,None,1.0,5,No,2 or fewer
1213,185000,0.53,No,35,66500,No,Yes,Gas,Hot Air,Public,1104,62,2,None,1.0,3,No,2 or fewer
1214,225500,0.28,No,41,64000,No,No,Gas,Hot Water,Public,1092,62,3,1,1.0,4,Yes,3
1215,420000,0.11,No,121,87000,No,No,Gas,Hot Water,Public,2247,62,4,None,2.0,10,No,4 or more
1216,220000,0.18,No,53,101000,No,No,Gas,Hot Water,Public,1146,62,4,None,1.5,7,No,4 or more
1217,620000,0.53,No,23,225800,No,No,Gas,Hot Air,Public,3250,62,3,2 or more,2.5,10,Yes,3
1218,260000,0.35,No,18,50000,No,Yes,Gas,Hot Air,Public,1920,62,4,1,2.5,10,Yes,4 or more
1219,359900,0.5,No,0,65000,No,No,Gas,Hot Air,Public,1932,62,3,1,2.0,7,Yes,3
1220,375000,0.14,No,4,112100,No,Yes,Gas,Hot Air,Public,1620,62,3,None,2.5,7,No,3
1221,302900,0.22,No,50,72000,No,No,Gas,Hot Water,Public,1640,62,3,None,1.0,4,No,3
1222,175000,0.17,No,39,55800,No,No,Gas,Hot Air,Public,1040,62,5,None,1.5,6,No,4 or more
1223,260000,5.35,No,37,137800,No,Yes,Oil,Hot Air,Private,1676,62,4,None,2.0,8,No,4 or more
1224,270000,0.33,No,16,48800,No,Yes,Gas,Hot Air,Public,1991,62,3,1,2.5,6,Yes,3
1225,485000,0.24,No,17,60200,No,Yes,Gas,Hot Air,Public,1908,62,4,1,3.5,9,Yes,4 or more
1226,200000,0.57,No,85,62500,No,No,Oil,Hot Air,Public,966,62,3,None,1.0,4,No,3
1227,367000,0.03,No,19,27000,No,Yes,Gas,Hot Air,Public,1815,62,2,1,2.5,5,Yes,2 or fewer
1228,175000,0.3,No,32,53000,No,No,Gas,Hot Air,Public,1664,62,3,None,1.0,7,No,3
1229,203000,0.04,No,19,25600,No,Yes,Gas,Hot Air,Public,1216,62,2,1,2.0,4,Yes,2 or fewer
1230,170000,0.16,No,33,54900,No,Yes,Gas,Hot Air,Public,1564,62,3,None,2.0,7,No,3
1231,375000,0.31,No,32,143200,No,Yes,Gas,Hot Air,Public,2752,62,4,1,2.5,10,Yes,4 or more
1232,159900,0.25,No,35,50000,No,No,Gas,Hot Air,Public,936,62,3,None,1.0,4,No,3
1233,230000,0.14,No,95,50800,No,No,Gas,Hot Air,Public,1617,62,4,None,1.5,9,No,4 or more
1234,375000,0.12,No,69,195000,No,No,Gas,Hot Water,Public,1452,62,3,1,2.0,5,Yes,3
1235,421000,0.31,No,5,80600,No,Yes,Gas,Hot Air,Public,1911,62,3,1,2.5,6,Yes,3
1236,218000,0.28,No,31,80800,No,Yes,Gas,Hot Air,Public,1580,62,3,None,1.5,4,No,3
1237,167850,0.27,No,34,51200,No,Yes,Gas,Hot Air,Public,1920,62,3,1,1.0,5,Yes,3
1238,252500,0.21,No,80,115000,No,No,Gas,Hot Water,Public,1155,62,4,None,1.5,7,No,4 or more
1239,650000,0.34,No,3,82400,No,Yes,Gas,Hot Air,Public,3770,62,4,1,2.5,12,Yes,4 or more
1240,380000,0.04,No,18,36000,No,Yes,Gas,Hot Air,Public,1675,62,2,1,2.5,6,Yes,2 or fewer
1241,214500,0.21,No,33,107000,No,No,Gas,Hot Air,Public,912,62,3,None,1.0,4,No,3
1242,218500,0.17,No,115,55800,No,No,Gas,Hot Water,Public,1510,62,3,None,1.0,8,No,3
1243,174000,0.16,No,35,54900,No,Yes,Gas,Hot Air,Public,864,62,2,None,1.0,6,No,2 or fewer
