"","case.id","sex","length","diameter","height","whole.weight","shucked.weight","viscera.weight","shell.weight","rings"
"215",215,"F",0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
"488",488,"F",0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15
"3006",3007,"M",0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11
"1106",1106,"F",0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
"654",654,"M",0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7
"1584",1585,"F",0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6
"1645",1646,"M",0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10
"279",279,"M",0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20
"2989",2990,"M",0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9
"4056",4058,"F",0.69,0.535,0.185,1.826,0.797,0.409,0.499,11
"3997",3999,"I",0.375,0.28,0.08,0.2235,0.115,0.043,0.055,6
"2553",2554,"I",0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7
"325",325,"M",0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7
"100",100,"F",0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10
"1647",1648,"F",0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10
"883",883,"M",0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17
"1565",1566,"I",0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7
"996",996,"M",0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9
"403",403,"F",0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7
"1592",1593,"I",0.525,0.39,0.12,0.664,0.3115,0.147,0.178,9
"938",938,"I",0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7
"338",338,"M",0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
"718",718,"I",0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6
"3650",3651,"I",0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8
"2329",2330,"I",0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
"2194",2195,"I",0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13
"2632",2633,"I",0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8
"3206",3207,"I",0.295,0.215,0.075,0.116,0.037,0.0295,0.04,8
"4141",4143,"M",0.655,0.525,0.18,1.402,0.624,0.2935,0.365,13
"1652",1653,"M",0.595,0.45,0.14,0.838,0.3965,0.194,0.217,10
"2303",2304,"F",0.58,0.455,0.12,0.94,0.399,0.257,0.265,11
"3490",3491,"M",0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10
"1313",1314,"M",0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9
"3135",3136,"M",0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,9
"69",69,"F",0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10
"918",918,"I",0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7
"628",628,"F",0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8
"2447",2448,"I",0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6
"4113",4115,"F",0.57,0.45,0.15,0.9645,0.531,0.189,0.209,9
"1466",1467,"M",0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8
"4174",4176,"F",0.625,0.485,0.15,1.0945,0.531,0.261,0.296,10
"689",689,"M",0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11
"21",21,"M",0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,11
"2922",2923,"M",0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,11
"2000",2001,"I",0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9
"777",777,"M",0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
"3007",3008,"M",0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14
"3394",3395,"M",0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
"1057",1057,"I",0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4
"1998",1999,"I",0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7
"665",665,"I",0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19
"3829",3830,"F",0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12
"2706",2707,"F",0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11
"1048",1048,"F",0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
"1287",1288,"I",0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8
"2251",2252,"M",0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
"3945",3946,"I",0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6
"140",140,"M",0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,9
"2924",2925,"M",0.605,0.49,0.18,1.167,0.457,0.29,0.3745,9
"4138",4140,"F",0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,10
"248",248,"I",0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9
"4017",4019,"M",0.66,0.485,0.155,1.2275,0.61,0.274,0.3,8
"177",177,"I",0.315,0.21,0.06,0.125,0.06,0.0375,0.035,5
"3060",3061,"M",0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11
"930",930,"I",0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,6
"3684",3685,"I",0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
"2520",2521,"M",0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9
"1068",1068,"I",0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5
"2648",2649,"M",0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
"2893",2894,"F",0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8
"2595",2596,"F",0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11
"1875",1876,"F",0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9
"4144",4146,"M",0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11
"3957",3958,"F",0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10
"1118",1118,"I",0.53,0.4,0.125,0.617,0.279,0.127,0.19,8
"3623",3624,"M",0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10
"304",304,"M",0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6
"3723",3724,"I",0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9
"1021",1021,"M",0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10
"2214",2215,"F",0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8
"2895",2896,"I",0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,10
"2296",2297,"F",0.535,0.45,0.135,0.8075,0.322,0.181,0.25,13
"2948",2949,"F",0.635,0.5,0.19,1.29,0.593,0.3045,0.352,8
"2777",2778,"I",0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,9
"2609",2610,"F",0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11
"1304",1305,"M",0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9
"3421",3422,"M",0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11
"3398",3399,"M",0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9
"4100",4102,"F",0.675,0.51,0.15,1.1965,0.475,0.304,0.386,11
"712",712,"M",0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11
"1881",1882,"I",0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6
"3043",3044,"M",0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10
"596",596,"I",0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13
"2754",2755,"I",0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8
"2621",2622,"M",0.695,0.525,0.175,1.742,0.696,0.389,0.505,12
"3397",3398,"F",0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12
"1280",1281,"M",0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8
"3314",3315,"I",0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11
"3334",3335,"I",0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8
"1949",1950,"M",0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11
"1440",1441,"I",0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7
"640",640,"F",0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13
"176",176,"I",0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
"1840",1841,"I",0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8
"2800",2801,"F",0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11
"3026",3027,"I",0.495,0.375,0.115,0.507,0.241,0.103,0.15,8
"1882",1883,"M",0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,8
"60",60,"F",0.505,0.4,0.125,0.583,0.246,0.13,0.175,7
"982",982,"F",0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9
"1989",1990,"I",0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6
"3049",3050,"M",0.59,0.405,0.15,0.853,0.326,0.2615,0.245,9
"1214",1214,"I",0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5
"2240",2241,"M",0.415,0.315,0.125,0.388,0.068,0.09,0.125,12
"900",900,"I",0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5
"391",391,"I",0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10
"816",816,"I",0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7
"3383",3384,"M",0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14
"2274",2275,"M",0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15
"1799",1800,"M",0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9
"3171",3172,"M",0.525,0.405,0.16,0.792,0.316,0.1455,0.28,13
"3242",3243,"M",0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15
"2249",2250,"F",0.585,0.455,0.165,0.998,0.345,0.2495,0.315,12
"2224",2225,"F",0.55,0.425,0.145,0.797,0.297,0.15,0.265,9
"3213",3214,"F",0.555,0.42,0.14,0.868,0.33,0.243,0.21,13
"1138",1138,"F",0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10
"1202",1202,"M",0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8
"2386",2387,"F",0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14
"1120",1120,"I",0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10
"3145",3146,"M",0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,13
"3754",3755,"I",0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8
"34",34,"F",0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
"3092",3093,"M",0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11
"245",245,"I",0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
"1074",1074,"I",0.405,0.3,0.11,0.32,0.172,0.044,0.093,7
"2423",2424,"F",0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
"1197",1197,"F",0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
"2031",2032,"F",0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10
"1913",1914,"M",0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9
"2727",2728,"I",0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7
"2335",2336,"M",0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
"3024",3025,"I",0.475,0.375,0.11,0.456,0.182,0.099,0.16,9
"438",438,"I",0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14
"2279",2280,"M",0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,10
"3929",3930,"F",0.65,0.515,0.215,1.498,0.564,0.323,0.425,16
"3776",3777,"F",0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13
"1804",1805,"M",0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10
"2838",2839,"M",0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,9
"2362",2363,"F",0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
"2575",2576,"M",0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7
"1244",1244,"I",0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8
"3738",3739,"F",0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9
"2338",2339,"M",0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
"532",532,"F",0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13
"1429",1430,"I",0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
"282",282,"I",0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7
"1026",1026,"M",0.645,0.52,0.175,1.636,0.779,0.342,0.432,11
"1996",1997,"I",0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7
"1857",1858,"I",0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8
"263",263,"M",0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11
"3835",3836,"F",0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7
"4149",4151,"I",0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,7
"1731",1732,"F",0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11
"2606",2607,"M",0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10
"4024",4026,"I",0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7
"2662",2663,"F",0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9
"4137",4139,"M",0.63,0.49,0.155,1.229,0.535,0.29,0.335,11
"2109",2110,"M",0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13
"1080",1080,"I",0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7
"3235",3236,"M",0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14
"4099",4101,"F",0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,9
"1316",1317,"M",0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9
"2278",2279,"M",0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9
"1943",1944,"F",0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11
"2585",2586,"F",0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8
"266",266,"F",0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11
"2207",2208,"M",0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8
"3632",3633,"I",0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5
"3548",3549,"F",0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7
"1509",1510,"F",0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11
"2545",2546,"I",0.205,0.15,0.065,0.04,0.02,0.011,0.013,4
"2526",2527,"M",0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9
"751",751,"F",0.51,0.39,0.105,0.612,0.187,0.15,0.195,13
"1955",1956,"F",0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12
"3891",3892,"F",0.56,0.46,0.18,0.97,0.342,0.196,0.355,12
"2378",2379,"I",0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12
"2832",2833,"F",0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9
"1467",1468,"I",0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7
"2820",2821,"I",0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6
"2835",2836,"M",0.57,0.42,0.14,0.8745,0.416,0.165,0.25,8
"1343",1344,"M",0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
"3692",3693,"M",0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11
"9",9,"M",0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9
"3592",3593,"M",0.655,0.525,0.16,1.46,0.686,0.311,0.405,11
"3580",3581,"F",0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10
"2167",2168,"F",0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5
"3286",3287,"F",0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,14
"3061",3062,"M",0.63,0.495,0.18,1.31,0.495,0.295,0.4695,10
"1255",1255,"I",0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7
"2864",2865,"I",0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6
"1728",1729,"M",0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14
"429",429,"F",0.56,0.455,0.125,0.943,0.344,0.129,0.375,21
"3116",3117,"M",0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10
"2260",2261,"M",0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,10
"629",629,"I",0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21
"1456",1457,"I",0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7
"2226",2227,"I",0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7
"916",916,"I",0.375,0.28,0.09,0.215,0.084,0.06,0.055,6
"2555",2556,"I",0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6
"3732",3733,"F",0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10
"1973",1974,"M",0.68,0.54,0.155,1.534,0.671,0.379,0.384,10
"585",585,"F",0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
"3765",3766,"I",0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9
"4132",4134,"M",0.585,0.45,0.15,0.997,0.4055,0.283,0.251,11
"2958",2959,"F",0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12
"3928",3929,"I",0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10
"2923",2924,"F",0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13
"3425",3426,"F",0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
"2268",2269,"F",0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,13
"2122",2123,"F",0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11
"942",942,"I",0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7
"237",237,"I",0.075,0.055,0.01,0.002,0.001,5e-04,0.0015,1
"1497",1498,"M",0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10
"1705",1706,"M",0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11
"2140",2141,"F",0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10
"1185",1185,"I",0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,9
"2738",2739,"M",0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8
"1951",1952,"F",0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10
"3539",3540,"I",0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8
"2681",2682,"M",0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9
"2203",2204,"M",0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
"4114",4116,"F",0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10
"2376",2377,"F",0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
"3080",3081,"M",0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,13
"2126",2127,"F",0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10
"3598",3599,"M",0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12
"1595",1596,"M",0.525,0.4,0.155,0.707,0.282,0.1605,0.225,9
"2058",2059,"M",0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8
"2701",2702,"F",0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13
"2758",2759,"M",0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,10
"1463",1464,"M",0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9
"3741",3742,"F",0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12
"2087",2088,"M",0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11
"1281",1282,"I",0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9
"363",363,"F",0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
"285",285,"M",0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14
"286",286,"F",0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10
"13",13,"M",0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
"615",615,"I",0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15
"2265",2266,"F",0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
"199",199,"M",0.56,0.45,0.16,0.922,0.432,0.178,0.26,15
"357",357,"M",0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13
"2996",2997,"F",0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,10
"88",88,"M",0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
"2357",2358,"M",0.585,0.455,0.125,1.027,0.391,0.212,0.25,17
"2161",2162,"F",0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17
"460",460,"F",0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11
"3337",3338,"I",0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15
"789",789,"F",0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9
"3431",3432,"I",0.35,0.265,0.095,0.199,0.073,0.049,0.06,5
"330",330,"I",0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
"3281",3282,"M",0.55,0.45,0.17,0.81,0.317,0.157,0.22,11
"1785",1786,"F",0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,8
"3325",3326,"M",0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10
"2774",2775,"F",0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9
"2153",2154,"I",0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5
"4083",4085,"F",0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10
"1962",1963,"F",0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10
"824",824,"I",0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6
"2941",2942,"F",0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,10
"3946",3947,"M",0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13
"3662",3663,"I",0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8
"3951",3952,"F",0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13
"1957",1958,"F",0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16
"2765",2766,"I",0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,11
"1909",1910,"F",0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,9
"2232",2233,"F",0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9
"20",20,"M",0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9
"3241",3242,"M",0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14
"1037",1037,"F",0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
"2009",2010,"I",0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8
"2753",2754,"I",0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,8
"2715",2716,"I",0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,6
"2002",2003,"I",0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7
"228",228,"I",0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7
"112",112,"M",0.465,0.36,0.105,0.431,0.172,0.107,0.175,9
"1308",1309,"F",0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9
"2574",2575,"M",0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8
"227",227,"F",0.39,0.29,0.125,0.3055,0.121,0.082,0.09,7
"1747",1748,"F",0.7,0.535,0.175,1.773,0.6805,0.48,0.512,15
"2956",2957,"F",0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12
"2886",2887,"M",0.505,0.365,0.115,0.521,0.25,0.096,0.15,8
"3133",3134,"F",0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9
"2107",2108,"F",0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15
"3792",3793,"F",0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
"1558",1559,"I",0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7
"873",873,"M",0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9
"1347",1348,"I",0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9
"3420",3421,"F",0.595,0.475,0.165,1.148,0.444,0.214,0.37,10
"1448",1449,"I",0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9
"2289",2290,"F",0.58,0.475,0.155,0.974,0.4305,0.23,0.285,10
"1430",1431,"I",0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4
"143",143,"M",0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16
"4166",4168,"M",0.5,0.38,0.125,0.577,0.269,0.1265,0.1535,9
"3047",3048,"M",0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,9
"2498",2499,"M",0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15
"3647",3648,"I",0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8
"2576",2577,"I",0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
"1547",1548,"I",0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6
"3914",3915,"I",0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19
"678",678,"F",0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11
"738",738,"F",0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12
"1195",1195,"F",0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
"2691",2692,"F",0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
"1065",1065,"I",0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6
"2120",2121,"M",0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7
"2395",2396,"I",0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14
"719",719,"I",0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4
"1357",1358,"M",0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11
"1458",1459,"I",0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7
"643",643,"F",0.59,0.45,0.16,0.9,0.358,0.156,0.315,19
"2200",2201,"F",0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
"2927",2928,"F",0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,12
"2472",2473,"M",0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14
"3819",3820,"M",0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8
"1548",1549,"I",0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8
"1762",1763,"M",0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12
"372",372,"F",0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16
"2620",2621,"F",0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10
"407",407,"M",0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8
"305",305,"F",0.47,0.36,0.13,0.472,0.182,0.114,0.15,10
"3587",3588,"M",0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10
"2809",2810,"M",0.71,0.565,0.2,1.601,0.706,0.321,0.45,11
"48",48,"F",0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7
"2779",2780,"M",0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9
"4041",4043,"F",0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,10
"2162",2163,"F",0.71,0.565,0.195,1.817,0.785,0.492,0.49,11
"3773",3774,"F",0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9
"2330",2331,"I",0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9
